timestamp,ax,ay,az,gx,gy,gz,label
880,-0.3070,-0.0243,1.0536,2.4223,2.7828,-2.3237,1
900,-0.2421,-0.0066,1.0428,3.6467,2.5524,-2.1860,1
920,-0.2473,0.0338,1.0199,3.7122,2.9660,-2.0744,1
940,-0.1578,0.0359,1.0423,3.0127,2.6774,-2.0321,1
960,-0.1361,0.0639,0.9976,4.0628,2.2266,-1.8766,1
980,-0.0639,0.0705,1.0046,4.6489,2.5267,-1.8535,1
1000,-0.0249,0.0766,0.9936,4.8662,1.7540,-1.9064,1
1020,0.1129,0.0730,0.9837,4.3432,1.2134,-1.5002,1
1040,0.1693,0.0984,0.9908,4.3712,1.1257,-1.8008,1
1060,0.2151,0.0625,0.9715,4.5411,-0.0671,-0.9481,1
1080,0.2231,0.0191,0.9893,4.4184,0.0549,-1.2465,1
1100,0.2849,0.0063,0.9780,3.2343,-0.3073,-1.3301,1
1120,0.2746,-0.0021,0.9904,2.9421,-1.6131,-1.0566,1
1140,0.3020,-0.0290,0.9862,3.0076,-2.3534,-1.3892,1
1160,0.2499,-0.0434,1.0077,3.2964,-1.7220,-0.8467,1
1180,0.2306,-0.0814,1.0122,1.7428,-2.3038,-0.8742,1
1200,0.1919,-0.0360,1.0189,1.6316,-2.4039,-0.5701,1
1220,0.1172,-0.0834,1.0279,0.3794,-2.8851,-0.1215,1
1240,0.0811,-0.0663,1.0619,-0.1779,-2.5959,-0.0355,1
1260,0.0281,-0.1087,1.0170,-0.6422,-3.9442,-0.0673,1
1280,-0.1332,-0.0801,1.0316,0.2825,-2.4685,0.0978,1
1300,-0.2033,-0.0610,1.0007,-0.2917,-2.1837,0.3090,1
1320,-0.2825,-0.0249,1.0107,-1.1733,-3.1665,0.4462,1
1340,-0.2713,-0.0372,0.9963,-2.0375,-2.5884,0.7561,1
1360,-0.2911,-0.0045,1.0039,-3.5432,-2.3922,1.3503,1
1380,-0.2894,-0.0123,1.0075,-3.2110,-0.7124,1.1499,1
1400,-0.2235,0.0699,0.9732,-3.0576,-0.4557,1.6966,1
1420,-0.2822,0.0647,0.9878,-4.9986,-0.7584,0.8232,1
1440,-0.2134,0.0828,0.9926,-4.1395,1.0340,1.1618,1
1460,-0.1956,0.0775,0.9770,-4.3782,-0.1115,1.6809,1
1480,-0.1137,0.1032,0.9810,-5.0284,1.0801,1.5121,1
1500,-0.0019,0.1129,0.9676,-4.1976,1.5247,1.7038,1
1520,0.0714,0.0623,0.9828,-5.1832,3.0451,2.0530,1
1540,0.1235,0.0840,0.9991,-4.4912,2.7682,2.3588,1
1560,0.1894,0.0518,1.0062,-5.5651,2.0639,2.6186,1
1580,0.3026,0.0422,1.0275,-3.7566,4.3004,2.6089,1
1600,0.2815,0.0049,1.0012,-3.5185,2.6537,1.8979,1
1620,0.2800,-0.0203,1.0545,-2.7514,2.9772,2.8069,1
1640,0.2970,-0.0375,1.0527,-2.5451,2.4088,2.3308,1
1660,0.2452,-0.0715,1.0413,-1.2656,2.0522,2.5681,1
1680,0.2116,-0.0691,1.0132,-2.4344,2.4265,2.1477,1
1700,0.1844,-0.0740,1.0109,-1.9351,1.7941,2.6077,1
1720,0.1255,-0.1071,1.0067,-0.3924,0.8880,2.5147,1
1740,0.0177,-0.0756,0.9840,-1.3655,0.4417,2.3233,1
1760,-0.0298,-0.1110,0.9958,-0.7144,0.6431,1.8897,1
1780,-0.1300,-0.0825,0.9655,0.6125,0.6036,2.0112,1
1800,-0.1513,-0.0999,0.9808,2.2555,-1.4882,1.8641,1
1820,-0.2138,-0.0622,0.9758,1.5536,-0.8522,1.9634,1
1840,-0.2364,-0.0322,0.9757,2.1641,-1.5982,1.7758,1
1860,-0.2829,-0.0270,0.9786,4.1136,-1.4318,1.6925,1
1880,-0.2634,-0.0041,0.9500,2.6755,-3.0544,1.5593,1
1900,-0.2848,0.0680,0.9939,3.5091,-2.1598,0.8665,1
1920,-0.2462,0.0667,0.9763,4.6296,-2.6229,1.2616,1
1940,-0.1864,0.1201,1.0109,4.3329,-3.1385,0.9797,1
1960,-0.1196,0.0583,1.0181,4.0720,-2.7823,1.1762,1
1980,-0.0435,0.0749,1.0200,3.8773,-3.1713,1.0247,1
2000,0.0227,0.0679,1.0416,5.3134,-2.6671,1.3047,1
2020,0.0514,0.0573,1.0033,5.3621,-2.3524,0.5509,1
2040,0.1529,0.0519,1.0650,4.4362,-2.3096,0.6081,1
2060,0.2198,0.0710,1.0117,4.4669,-1.1511,0.6145,1
2080,0.3011,0.0360,1.0015,3.8679,-1.5504,0.3584,1
2100,0.2345,0.0645,1.0051,3.3844,-1.5598,-0.6472,1
2120,0.3241,0.0074,0.9784,2.5033,-0.7502,0.1700,1
2140,0.2869,-0.0529,0.9846,2.7048,-1.2890,-0.5251,1
2160,0.2645,-0.0216,1.0078,3.0872,0.3297,-1.0160,1
2180,0.3084,-0.0559,0.9741,1.9015,1.0520,-0.8987,1
2200,0.1591,-0.0859,0.9700,1.0645,1.1245,-0.9899,1
2220,0.1028,-0.0476,0.9305,1.4981,2.4438,-1.8046,1
2240,0.0273,-0.0982,0.9521,-0.1841,1.7630,-0.8108,1
2260,-0.0095,-0.0588,0.9897,-0.9600,2.3365,-1.3361,1
2280,-0.1471,-0.0666,0.9833,-1.0681,3.1229,-1.4875,1
2300,-0.1872,-0.0450,0.9800,-1.0210,3.2138,-1.8424,1
2320,-0.2214,-0.0874,1.0199,-2.0269,2.7645,-1.5536,1
2340,-0.2926,-0.0721,0.9918,-2.0476,2.3839,-1.4500,1
2360,-0.3571,0.0239,1.0258,-2.9264,2.5838,-1.9537,1
2380,-0.3005,0.0321,1.0295,-3.1902,2.4469,-2.1757,1
2400,-0.2761,-0.0132,1.0097,-3.1946,2.3884,-2.2867,1
2420,-0.2527,0.0566,1.0209,-4.4104,2.0293,-2.5852,1
2440,-0.1931,0.0247,1.0404,-3.9004,1.6261,-2.0441,1
2460,-0.0946,0.1032,0.9906,-5.1264,0.7528,-2.3649,1
2480,-0.0591,0.0698,1.0124,-4.9177,0.2499,-2.8152,1
2500,-0.0277,0.0576,0.9854,-3.8678,-0.4272,-1.6103,1
2520,0.0894,0.0916,0.9775,-4.0443,-0.7841,-2.3566,1
2540,0.2213,0.0766,0.9990,-4.7805,-1.0497,-1.8415,1
2560,0.1866,0.1091,0.9857,-4.5215,-1.2263,-2.0471,1
2580,0.2720,0.0105,0.9601,-4.0919,-1.9747,-2.1055,1
2600,0.2906,-0.0042,0.9758,-3.2742,-2.0596,-1.9072,1
2620,0.3244,0.0167,0.9712,-4.2769,-2.4172,-2.0963,1
2640,0.3028,-0.0475,0.9612,-2.2365,-2.8468,-1.8690,1
2660,0.2723,-0.0376,0.9990,-2.7208,-2.9168,-2.1152,1
2680,0.2181,-0.0648,0.9973,-2.2033,-2.4347,-2.1367,1
2700,0.1707,-0.0834,1.0255,-1.2726,-2.4825,-2.1952,1
2720,0.1184,-0.0623,1.0143,-0.2039,-3.0358,-1.1980,1
2740,0.1066,-0.0980,1.0144,0.5895,-1.8618,-1.6397,1
2760,-0.0502,-0.0961,1.0066,-0.2686,-2.7146,-1.5668,1
2780,-0.1115,-0.0781,1.0530,0.2442,-1.4401,-1.2467,1
2800,-0.1778,-0.0566,1.0126,1.6200,-1.3704,-0.8741,1
2820,-0.2225,0.0016,1.0165,1.5974,-1.2432,-1.0220,1
2840,-0.2906,-0.0098,1.0413,2.0688,-0.8252,-0.5426,1
2860,-0.3113,-0.0017,1.0148,1.9590,0.7718,0.0299,1
2880,-0.3178,-0.0037,1.0065,3.4810,0.8955,0.2724,1
2900,-0.2906,0.0087,0.9718,3.2020,1.0895,0.3877,1
2920,-0.2688,0.0536,0.9834,4.6564,2.7126,-0.1291,1
2940,-0.2200,0.0907,0.9866,5.2920,2.2608,0.1031,1
2960,-0.1268,0.1055,0.9840,4.6630,2.8389,0.7411,1
2980,-0.0331,0.1027,0.9675,4.5525,3.1898,0.3225,1
3000,0.0111,0.0806,0.9719,5.2671,2.9392,0.7556,1
3020,0.0338,0.1051,0.9856,5.7625,2.8329,0.9772,1
3040,0.1520,0.1167,0.9816,4.5260,3.2714,1.1321,1
3060,0.1920,0.0703,1.0079,3.5681,2.9916,1.0246,1
3080,0.2891,0.0117,0.9931,4.1697,3.4797,1.3664,1
3100,0.2687,0.0730,0.9893,2.3213,2.7310,1.3792,1
3120,0.2688,0.0227,1.0231,2.9419,1.6364,1.9265,1
3140,0.3142,-0.0192,1.0534,2.2264,1.1373,1.5827,1
3160,0.2701,-0.0325,1.0257,2.6225,0.8155,2.3387,1
3180,0.2287,-0.0306,1.0349,2.1901,1.1475,2.1444,1
3200,0.1956,-0.0409,1.0301,1.8160,0.3356,2.5352,1
3220,0.0901,-0.0405,1.0210,-0.0152,-0.0931,1.9799,1
3240,0.0628,-0.1050,1.0071,-0.8512,-0.8764,1.5258,1
3260,-0.0851,-0.0710,1.0163,-0.0273,-1.6093,2.2946,1
3280,-0.1105,-0.1115,1.0173,-0.3168,-1.7386,2.3597,1
3300,-0.1701,-0.1218,0.9818,-1.7998,-2.5044,2.2967,1
3320,-0.1772,-0.0420,0.9693,-1.5725,-1.7750,2.6744,1
3340,-0.2697,-0.0538,0.9830,-2.1751,-2.2787,2.5898,1
3360,-0.2632,-0.0297,0.9899,-2.7498,-1.9417,2.1811,1
3380,-0.2473,0.0104,0.9611,-3.5707,-3.1250,2.4902,1
3400,-0.2696,0.0140,0.9743,-2.3552,-2.2167,2.4555,1
3420,-0.2522,0.0511,0.9904,-4.5571,-3.0307,1.7725,1
3440,-0.1934,0.0811,0.9824,-3.2396,-3.2973,1.7692,1
3460,-0.1378,0.1040,1.0245,-4.6340,-2.0064,2.1200,1
3480,-0.0798,0.1084,1.0187,-5.4104,-1.4965,2.4564,1
3500,-0.0188,0.0995,1.0250,-4.3436,-2.0110,1.7402,1
3520,0.0738,0.1153,1.0326,-4.6869,-0.9641,0.9753,1
3540,0.1790,0.0371,1.0233,-5.0304,-1.4015,2.0559,1
3560,0.1913,0.0739,1.0293,-3.8978,-0.2665,1.1909,1
3580,0.2832,0.0364,1.0047,-4.2002,0.9013,1.6900,1
3600,0.2749,0.0194,1.0183,-2.3945,0.9179,1.4150,1
3620,0.3303,0.0114,1.0119,-3.3982,1.2109,1.1185,1
3640,0.3165,-0.0156,1.0177,-2.9168,1.7372,0.3675,1
3660,0.2989,-0.0300,1.0120,-4.1490,3.0477,0.7569,1
3680,0.2644,-0.0823,0.9968,-2.5481,2.1683,1.2002,1
3700,0.1706,-0.0676,0.9925,-1.0932,2.7822,0.5592,1
3720,0.1825,-0.0851,0.9765,-0.2128,3.3936,0.6270,1
3740,0.0568,-0.1167,0.9949,-0.9704,3.1246,-0.1358,1
3760,-0.0395,-0.0814,0.9752,0.5357,3.7146,0.0456,1
3780,-0.1178,-0.0605,0.9914,0.1067,3.1650,-0.0605,1
3800,-0.1853,-0.0398,0.9772,1.4659,2.6366,-0.4450,1
3820,-0.2640,-0.0919,1.0115,1.4078,2.0029,-1.2720,1
3840,-0.2906,-0.0701,1.0216,3.0171,1.7983,-0.1230,1
3860,-0.2652,-0.0247,0.9692,4.2430,1.0765,-1.4606,1
3880,-0.2687,0.0642,1.0365,3.6187,1.5108,-0.8737,1
3900,-0.2625,0.0346,1.0247,3.6030,0.4068,-1.3702,1
3920,-0.3041,0.0459,1.0132,3.2812,0.3069,-1.0174,1
3940,-0.1778,0.0279,1.0151,4.7485,-0.7432,-1.6432,1
3960,-0.1280,0.0556,1.0303,3.5582,-1.0895,-1.6118,1
3980,-0.1224,0.0977,1.0242,4.7960,-1.2106,-1.4206,1
4000,0.0038,0.0797,1.0195,4.8260,-1.7414,-1.9295,1
4019,0.0535,0.0713,0.9879,5.5143,-2.7207,-2.2503,1
4040,0.1230,0.1003,0.9948,5.1073,-2.7949,-2.0478,1
4059,0.1803,0.1171,0.9718,4.3699,-2.4605,-2.0844,1
4080,0.2477,0.0451,0.9818,3.8552,-2.4811,-1.6099,1
4100,0.2686,-0.0051,0.9733,5.1884,-3.3557,-1.8329,1
4120,0.3497,-0.0076,0.9794,4.2574,-3.1514,-2.4240,1
4140,0.2772,-0.0412,0.9604,2.1340,-2.8602,-2.6189,1
4160,0.2785,-0.0757,0.9775,2.9113,-3.5787,-2.2870,1
4180,0.2680,-0.0864,1.0030,2.1674,-2.7220,-2.4137,1
4200,0.1931,-0.0710,0.9936,0.8382,-1.9774,-2.8052,1
4220,0.1071,-0.1054,0.9837,1.5849,-1.1481,-2.1689,1
4240,0.0048,-0.0969,1.0227,0.3676,-0.1304,-2.1909,1
4260,-0.0318,-0.0967,1.0158,-0.3740,-0.3542,-1.9660,1
4280,-0.1340,-0.1156,0.9941,-0.5384,-0.6472,-2.8301,1
4300,-0.1647,-0.0130,1.0271,-0.8875,0.4128,-2.1328,1
4320,-0.2036,-0.0643,1.0338,-1.7230,0.5905,-1.7125,1
4340,-0.2767,-0.0565,1.0374,-2.9503,1.3914,-1.9083,1
4360,-0.2621,-0.0055,1.0254,-2.3777,2.4494,-1.6229,1
4380,-0.2991,-0.0258,1.0034,-3.4635,1.9383,-1.7209,1
4400,-0.2836,0.0405,1.0100,-3.3487,2.5620,-2.1225,1
4420,-0.2815,0.0448,0.9834,-3.5834,3.4641,-1.0205,1
4440,-0.2118,0.1014,0.9940,-4.3862,2.6558,-1.3254,1
4460,-0.1562,0.0830,0.9854,-4.3568,3.1945,-0.7189,1
4480,-0.0461,0.0515,0.9376,-3.9039,2.3563,-0.9789,1
4500,-0.0351,0.0468,0.9796,-4.0445,2.5937,-1.5190,1
4520,0.0582,0.0966,0.9478,-4.3545,2.6400,-0.3938,1
4540,0.1481,0.0555,0.9897,-4.4537,2.3466,-0.6703,1
4560,0.1921,0.0444,0.9738,-3.1570,1.3807,-0.6949,1
4580,0.2974,0.0432,0.9736,-3.3194,1.3030,0.5176,1
4600,0.3057,0.0161,1.0249,-4.0040,1.4383,0.2405,1
4620,0.3385,0.0431,1.0027,-3.7324,0.8061,0.1274,1
4640,0.3551,-0.0136,1.0063,-2.7576,-0.5308,0.2173,1
4660,0.3075,-0.0541,1.0043,-2.0892,0.0829,0.8997,1
4680,0.2610,-0.0755,1.0048,-1.0152,-1.1080,0.7801,1
4700,0.2162,-0.0595,1.0363,-0.0916,-1.7348,1.3002,1
4720,0.1121,-0.0772,1.0526,-0.5385,-1.6408,1.5043,1
4740,0.0267,-0.1094,1.0111,-1.4624,-1.3375,1.0055,1
4760,-0.0442,-0.0959,1.0257,0.7720,-2.1854,1.3079,1
4780,-0.1155,-0.0769,1.0094,1.8076,-2.5820,1.8413,1
4800,-0.1564,-0.0446,1.0065,0.6125,-2.7670,1.5541,1
4820,-0.2470,-0.0433,1.0126,1.9288,-2.8608,2.3790,1
4840,-0.2642,0.0241,0.9934,1.3548,-2.6211,2.0908,1
4860,-0.2560,-0.0007,0.9753,2.1338,-2.9230,1.8183,1
4880,-0.3168,0.0198,0.9973,3.5172,-3.1487,2.2920,1
4900,-0.2494,0.0132,0.9680,3.6494,-2.6647,2.4259,1
4920,-0.2569,0.0583,0.9577,3.6809,-1.6161,2.1798,1
4940,-0.1536,0.0560,0.9785,4.7435,-2.1491,1.8106,1
4960,-0.1903,0.1092,0.9735,5.8935,-1.2878,2.4281,1
4980,-0.0283,0.1353,1.0213,5.1895,-0.0642,2.5709,1
5000,0.0234,0.0768,0.9877,4.4980,-0.0766,2.2640,1
5020,0.0955,0.1101,1.0110,5.3510,0.0113,2.3351,1
5040,0.1230,0.0341,1.0170,4.2856,1.7150,2.5620,1
5060,0.1746,0.1101,1.0432,4.5333,1.4090,2.0510,1
5080,0.2421,0.0744,1.0572,4.8693,1.7212,1.9558,1
5100,0.2895,-0.0146,1.0348,3.5520,2.1018,1.7531,1
5120,0.3148,-0.0071,1.0102,1.5570,2.5982,2.6902,1
5140,0.3445,-0.0278,1.0136,3.1497,2.3797,2.1640,1
5160,0.2944,-0.0089,1.0136,2.2890,2.5650,1.7284,1
5180,0.2244,-0.0486,1.0197,1.4341,3.6715,1.7870,1
5200,0.1757,-0.0907,0.9599,1.9210,3.2784,1.6651,1
5220,0.1124,-0.0713,0.9634,0.5258,3.1604,1.2445,1
5240,0.0464,-0.1218,0.9859,0.2612,1.8458,1.8323,1
5260,-0.0596,-0.1087,0.9762,0.4066,1.8056,1.3550,1
5280,-0.0976,-0.0670,0.9729,-1.0634,1.5107,1.2084,1
5300,-0.2085,-0.1429,0.9771,-0.8482,0.3819,0.7190,1
5320,-0.2126,-0.0080,0.9742,-2.3528,0.8805,1.2679,1
5340,-0.2908,-0.0575,0.9728,-2.9832,0.5059,1.1714,1
5360,-0.2850,-0.0229,0.9839,-3.8063,0.3220,0.4855,1
5380,-0.3048,0.0823,1.0022,-3.7314,-0.7910,0.6752,1
5400,-0.2819,-0.0067,1.0212,-4.0415,-0.2614,0.4747,1
5420,-0.2667,0.0790,1.0174,-3.4317,-1.3574,-0.2841,1
5440,-0.2247,0.0903,1.0186,-4.4262,-2.4278,-0.0838,1
5460,-0.0827,0.0532,1.0287,-3.5113,-2.3947,-0.2546,1
5480,-0.1065,0.0975,1.0272,-3.8731,-2.1125,0.2093,1
5500,0.0174,0.0978,1.0314,-4.7119,-2.7009,-0.8303,1
5520,0.0797,0.1188,1.0089,-3.7806,-2.3787,-0.9469,1
5540,0.0809,0.0643,1.0365,-4.3723,-3.4476,-1.2276,1
5560,0.2306,0.0787,1.0046,-4.4041,-3.1081,-1.5114,1
5580,0.3018,0.0405,1.0168,-3.0306,-2.3260,-1.5157,1
5600,0.2974,0.0272,0.9754,-3.4460,-3.0636,-1.1735,1
5620,0.2855,0.0105,0.9848,-3.4357,-1.9485,-1.8072,1
5640,0.3208,-0.0492,0.9762,-1.7051,-2.2739,-1.9936,1
5660,0.2869,-0.0340,0.9759,-2.1177,-1.0931,-1.5727,1
5680,0.2434,-0.0632,0.9803,-0.7761,-0.9508,-2.3024,1
5700,0.2095,-0.0757,0.9403,-0.8821,-0.6169,-2.1303,1
5720,0.1204,-0.0791,0.9890,-1.1045,0.3816,-2.2621,1
5740,0.0598,-0.0745,0.9722,0.3690,0.4316,-2.0105,1
5760,-0.0266,-0.0452,0.9921,0.0730,1.1654,-2.3998,1
5780,-0.0864,-0.1225,0.9894,0.2025,2.0668,-1.8385,1
5800,-0.1795,-0.0769,1.0155,2.0877,1.6363,-2.3096,1
5820,-0.2019,-0.0453,1.0250,2.5166,1.1882,-2.1936,1
5840,-0.2911,-0.0823,1.0351,3.2354,2.6197,-2.1134,1
5860,-0.2463,0.0147,1.0545,3.3137,2.9095,-2.8685,1
5880,-0.3068,-0.0146,1.0617,3.1748,3.0363,-2.1975,1
5900,-0.2840,0.0685,1.0160,3.7573,2.6600,-2.7206,1
5920,-0.2717,0.0473,1.0124,3.5279,2.2821,-2.2980,1
5940,-0.2505,0.0838,1.0116,3.3095,2.6066,-2.4342,1
5960,-0.1350,0.1110,0.9726,4.4276,2.4197,-1.9301,1
5980,-0.0682,0.0691,0.9863,3.9869,2.6451,-2.0360,1
6000,0.0570,0.0885,0.9717,3.5918,0.9519,-2.4169,1
6020,0.0826,0.0994,0.9518,5.0015,1.0940,-1.7858,1
6040,0.1929,0.1004,0.9672,3.8239,-0.1495,-1.9234,1
6060,0.1990,0.0419,0.9681,4.2301,0.1999,-1.7708,1
6080,0.2584,0.0588,0.9556,4.7899,-0.2703,-1.4293,1
6100,0.3066,0.0334,0.9912,3.8129,-1.0217,-1.1775,1
6120,0.2651,0.0083,0.9837,3.1555,-1.3010,-1.6942,1
6140,0.2782,-0.0146,0.9957,2.2518,-1.1322,-1.2268,1
6160,0.3005,-0.0281,0.9933,3.4764,-2.6451,-0.5230,1
6180,0.2612,-0.0735,1.0333,1.7660,-2.3191,-0.5479,1
6200,0.1723,-0.0534,1.0324,0.3415,-2.1275,-0.9485,1
6220,0.1414,-0.0566,1.0101,0.5967,-3.3937,-0.3353,1
6240,0.0284,-0.0706,1.0493,1.1200,-3.2414,-0.1532,1
6260,-0.0881,-0.1086,1.0441,0.6868,-3.5439,-0.0873,1
6280,-0.1112,-0.0770,1.0143,-0.5888,-3.1094,0.2665,1
6300,-0.1599,-0.0727,1.0140,-1.4563,-2.7542,0.3387,1
6320,-0.2389,-0.0190,1.0208,-2.0933,-2.1354,0.5259,1
6340,-0.2363,-0.0294,1.0014,-2.1426,-2.8148,0.4607,1
6360,-0.3305,-0.0134,1.0193,-1.5296,-1.4147,1.1172,1
6380,-0.3534,-0.0074,0.9724,-3.6529,-1.3188,0.9881,1
6400,-0.3447,0.0458,0.9608,-3.4970,0.1873,1.0102,1
6420,-0.3292,0.0414,0.9885,-2.7684,-0.7793,1.5840,1
6440,-0.2193,0.0631,1.0097,-5.0858,0.4153,1.7161,1
6460,-0.1120,0.0812,0.9759,-4.5936,0.9400,1.6047,1
6480,-0.0560,0.0783,0.9812,-4.4821,1.8181,1.8144,1
6500,-0.0532,0.1203,0.9688,-4.8923,1.4953,2.3540,1
6520,0.0105,0.1625,1.0069,-4.3306,2.1362,2.1281,1
6540,0.1602,0.0944,1.0091,-4.3049,2.4030,2.0861,1
6560,0.1995,0.0928,1.0192,-5.9482,3.0409,2.2670,1
6580,0.2527,0.0389,1.0357,-3.3749,2.5671,2.3952,1
6600,0.2562,-0.0053,1.0159,-3.1231,3.4230,2.4785,1
6620,0.3212,0.0180,1.0195,-3.0212,3.3410,2.5892,1
6640,0.3304,0.0001,1.0352,-2.2263,2.8636,2.1233,1
6660,0.2666,-0.0562,1.0173,-2.4979,2.3249,2.3069,1
6680,0.1743,-0.0522,1.0221,-2.4063,2.7014,2.6782,1
6700,0.1281,-0.0911,1.0029,-1.9545,2.4269,2.3229,1
6720,0.1025,-0.1318,1.0148,-1.5868,1.6662,2.4349,1
6740,0.0784,-0.1207,0.9502,-0.1722,1.9844,2.6806,1
6760,-0.0313,-0.1011,0.9983,-0.3016,0.8872,2.4046,1
6780,-0.0786,-0.0174,0.9843,0.5378,0.1392,1.6535,1
6800,-0.1972,-0.0826,0.9650,1.4820,-0.7461,2.4394,1
6820,-0.2311,-0.0576,0.9653,2.0091,-0.5198,1.7499,1
6840,-0.2912,-0.0456,0.9505,1.9197,-1.5930,2.1679,1
6860,-0.2868,-0.0122,0.9870,2.7860,-1.6481,1.7593,1
6880,-0.2914,-0.0083,0.9440,3.1998,-1.5723,1.9426,1
6900,-0.2564,0.0575,0.9903,3.7590,-2.8109,1.4350,1
6920,-0.2348,0.0771,0.9964,3.6733,-2.7750,1.5665,1
6940,-0.2487,0.0105,0.9999,3.4516,-3.1605,1.1903,1
6960,-0.1581,0.1137,1.0219,4.5389,-2.7179,0.7345,1
6980,-0.0434,0.0854,1.0341,3.8214,-3.6706,1.1568,1
7000,0.0113,0.0684,1.0155,5.1753,-3.3884,1.2344,1
7020,0.0476,0.1025,1.0251,4.8264,-2.8917,0.5188,1
7040,0.1458,0.0548,1.0394,4.0507,-2.4617,0.0920,1
7060,0.1285,0.0610,1.0598,4.6548,-2.0067,0.1320,1
7080,0.2540,0.0614,0.9987,4.6120,-1.2536,0.2456,1
7100,0.2985,0.0283,1.0176,3.9957,-1.2637,-0.3228,1
7120,0.3025,0.0428,0.9792,2.3998,-0.5250,-0.3154,1
7140,0.2999,-0.0110,0.9849,3.7623,-0.7958,-0.7574,1
7160,0.2684,-0.0778,0.9774,3.4081,0.4601,-0.6148,1
7180,0.1933,-0.0722,0.9683,1.7254,1.5396,-0.6881,1
7200,0.1430,-0.0669,0.9780,2.0747,2.1565,-1.3264,1
7220,0.0861,-0.1139,0.9668,1.1230,2.3274,-1.2053,1
7240,0.0280,-0.0856,0.9607,1.5363,1.5393,-1.2811,1
7260,0.0231,-0.0891,0.9761,-0.4970,2.4914,-1.0710,1
7280,-0.1768,-0.0469,0.9655,-1.0032,2.6098,-1.4442,1
7300,-0.2243,-0.0617,1.0266,-2.2085,3.0322,-1.9481,1
7320,-0.2184,-0.0569,0.9964,-1.6233,3.8117,-1.9256,1
7340,-0.2499,-0.0694,1.0008,-2.1278,3.6279,-1.8698,1
7360,-0.3041,-0.0169,1.0039,-2.5057,3.2260,-2.2090,1
7380,-0.3135,0.0120,1.0212,-3.3200,3.5554,-2.2327,1
7400,-0.2961,0.0123,1.0411,-3.7493,2.0193,-1.8351,1
7420,-0.2107,0.0338,1.0010,-3.3389,1.6331,-2.0545,1
7440,-0.2645,0.0870,1.0068,-3.7455,1.5173,-2.6250,1
